Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CVIA,Covia Holdings Corporation,0.5907,$77.99M,2018,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cvia
CPF,CPB Inc.,16.42,$461.65M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cpf
CR,Crane Co.,56.17,$3.26B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,154.47,$12.32B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bap
CS,Credit Suisse Group,10.18,$24.42B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,1.65,$872.78M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,16.56,$1.21B,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/ceqp
CEQP^,Crestwood Equity Partners LP,6.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ceqp^
CRH,CRH PLC,35.56,$27.91B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,7.34,$44.04M,1992,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,14.7,$556.63M,2012,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,169.45,$70.62B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,1508.29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cci^a
CCK,"Crown Holdings, Inc.",65.8,$8.86B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",23.32,$880.11M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cry
CTS,CTS Corporation,19.87,$641M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/cts
CUBE,CubeSmart,28.05,$5.43B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cube
CUB,Cubic Corporation,45.81,$1.43B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",78.4,$4.9B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cfr
CULP,"Culp, Inc.",8.07,$99.05M,n/a,Basic Industries,Textiles,https://old.nasdaq.com/symbol/culp
CMI,Cummins Inc.,171.42,$25.29B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,8.41,$342.57M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,93.79,$3.91B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cw
SRV,Cushing MLP & Infrastructure Total Return Fund,20.39,$34.33M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srv
SZC,Cushing NextGen Infrastructure Income Fund,31.22,$81.23M,2012,n/a,n/a,https://old.nasdaq.com/symbol/szc
CWK,Cushman & Wakefield plc,12.48,$2.75B,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/cwk
CUBB,"Customers Bancorp, Inc",21.98,n/a,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/cubb
CUBI,"Customers Bancorp, Inc",11.8,$371.35M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",21.79,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",21.63,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",22.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",19.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^f
CVI,CVR Energy Inc.,20.6,$2.07B,2007,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",1.045,$118.38M,2011,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/uan
CVS,CVS Health Corporation,65,$84.96B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/cvs
CELP,"Cypress Environmental Partners, L.P. ",4.2936,$52.42M,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/celp
DHI,"D.R. Horton, Inc.",58.53,$21.28B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/dhi
DAN,Dana Incorporated,11.99,$1.73B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/dan
DHR,Danaher Corporation,176.33,$124.67B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dhr
DHR^A,Danaher Corporation,1269.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dhr^a
DHR^B,Danaher Corporation,1086.78,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dhr^b
DAC,Danaos Corporation,4.23,$104.86M,2006,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,56.99,$791.98M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",74.19,$9.63B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,23.29,$3.77B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/dar
DVA,DaVita Inc.,78.24,$9.53B,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,13.23,$2.76B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/dcp
DCP^B,DCP Midstream LP,19.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dcp^b
DCP^C,DCP Midstream LP,20.02,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dcp^c
DECK,Deckers Outdoor Corporation,198.39,$5.55B,1993,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/deck
DE,Deere & Company,155.51,$48.65B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,8.2,$98.46M,2007,n/a,n/a,https://old.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",8.88,$68.27M,1993,n/a,n/a,https://old.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",27.25,$801.85M,2012,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",18.18,$1.34B,2017,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/dk
DELL,Dell Technologies Inc.,47.52,$35.2B,2018,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/dell
DLPH,Delphi Technologies PLC,13.5,$1.17B,2017,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",30.72,$19.59B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,23.87,$998.52M,n/a,Consumer Durables,Publishing,https://old.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,0.4334,$219.51M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dnr
DBI,Designer Brands Inc.,7.33,$525.11M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/dbi
DESP,"Despegar.com, Corp.",8.3,$578.08M,2017,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/desp
DB,Deutsche Bank AG,9.34,$19.28B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/db
DVN,Devon Energy Corporation,12.63,$4.83B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn
DHX,"DHI Group, Inc.",2.57,$136.46M,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",5.55,$815.55M,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dht
DEO,Diageo plc,142.62,$83.34B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/deo
DSSI,Diamond S Shipping Inc.,8.73,$353.13M,2019,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/dssi
DRH,Diamondrock Hospitality Company,6.03,$1.2B,2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,1.76,$157.12M,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,22.345,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dsx^b
DKS,Dick&#39;s Sporting Goods Inc,41.01,$3.67B,2002,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,5.58,$433.24M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",145.5,$39.04B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dlr
DLR^C,"Digital Realty Trust, Inc.",25.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^c
DLR^G,"Digital Realty Trust, Inc.",25.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^g
DLR^I,"Digital Realty Trust, Inc.",25.38,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^i
DLR^J,"Digital Realty Trust, Inc.",25.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^j
DLR^K,"Digital Realty Trust, Inc.",26.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^k
DLR^L,"Digital Realty Trust, Inc.",25.06,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^l
DDS,"Dillard&#39;s, Inc.",27.5,$638.83M,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",22.1219,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",45.29,$743.59M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/din
DFS,Discover Financial Services,55.08,$16.87B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/dfs
DNI,Dividend and Income Fund,10.62,$132.21M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dni
DMYT,"dMY Technology Group, Inc.",9.74,$280.03M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/dmyt
DMYT.U,"dMY Technology Group, Inc.",n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dmyt.u
DMYT.WS,"dMY Technology Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dmyt.ws
DLB,Dolby Laboratories,65.5,$6.59B,2005,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,189.76,$47.77B,2009,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dg
D,"Dominion Energy, Inc.",84.15,$70.62B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/d
DCUE,"Dominion Energy, Inc.",104.52,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dcue
DRUA,"Dominion Energy, Inc.",25.94,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,380.67,$14.89B,2004,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,22.73,$1.25B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",45.78,$5.77B,n/a,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",8.33,$281M,2016,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,7.77,$394.93M,2014,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,15.41,$1.57B,2013,n/a,n/a,https://old.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,19.18,$286.63M,2012,n/a,n/a,https://old.nasdaq.com/symbol/dbl
DLY,DoubleLine Yield Opportunities Fund,18.03,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dly
PLOW,"Douglas Dynamics, Inc.",36.42,$832.47M,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",31.26,$5.48B,2006,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dei
DOV,Dover Corporation,97.74,$14.07B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dov
DVD,"Dover Motorsports, Inc.",1.53,$55.71M,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/dvd
DOW,Dow Inc.,41.17,$30.5B,2019,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/dow
RDY,Dr. Reddy&#39;s Laboratories Ltd,53.44,$8.88B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,12.02,$1.03B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/drd
DRQ,"Dril-Quip, Inc.",30.82,$1.08B,1997,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,2.17,$145.54M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,16.2903,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,16.22,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,15.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^d
DTE,DTE Energy Company,107.18,$20.64B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,25.48,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtj
DTP,DTE Energy Company,42.7,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtp
DTQ,DTE Energy Company,25.32,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtq
DTW,DTE Energy Company,25.92,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,26.62,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,35.59,$414.58M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/dco
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,0.6936,$18.2M,2014,n/a,n/a,https://old.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",11.19,$3.38B,1987,n/a,n/a,https://old.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.15,$120.57M,1991,n/a,n/a,https://old.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.3,$255.7M,1993,n/a,n/a,https://old.nasdaq.com/symbol/duc
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,11.14,$422.54M,2011,n/a,n/a,https://old.nasdaq.com/symbol/dpg
DUK,Duke Energy Corporation,86.21,$63.35B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk
DUK^A,Duke Energy Corporation,27.3554,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk^a
DUKB,Duke Energy Corporation,26.82,n/a,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,25.565,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,36.72,$13.53B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dre
DD,"DuPont de Nemours, Inc.",52.77,$38.72B,2017,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/dd
DXC,DXC Technology Company,15.81,$4.01B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",40.61,$1.28B,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,3.12,$110.73M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,21.759,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlng^a
DLNG^B,Dynagas LNG Partners LP,19.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlng^b
DT,"Dynatrace, Inc.",40.65,$11.42B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dt
DX,"Dynex Capital, Inc.",14.66,$336.92M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dx
DX^B,"Dynex Capital, Inc.",23.77,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dx^b
DX^C,"Dynex Capital, Inc.",23.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dx^c
CTA^A,E.I. du Pont de Nemours and Company,78.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cta^a
CTA^B,E.I. du Pont de Nemours and Company,101.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cta^b
ELF,"e.l.f. Beauty, Inc.",17.84,$892.16M,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/elf
EGIF,Eagle Growth and Income Opportunities Fund,13.56,$96.61M,2015,n/a,n/a,https://old.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,73,$3.04B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,7.02,$209.59M,2014,n/a,n/a,https://old.nasdaq.com/symbol/ecc
ECCB,Eagle Point Credit Company Inc.,23.93,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,23.08,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,23.525,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/eccy
EIC,Eagle Point Income Company Inc.,14.15,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/eic
ESTE,"Earthstone Energy, Inc.",2.91,$188.9M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",24,$1.8B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",122.35,$4.78B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,70.5,$9.58B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,2.33,$101.9M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kodk
ETN,"Eaton Corporation, PLC",88.84,$35.54B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.31,$1.3B,2005,n/a,n/a,https://old.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,8.59,$923.31M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,40.75,$4.66B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,14.45,$568.23M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,17.68,$873.85M,2005,n/a,n/a,https://old.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,11.55,$460.43M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eft
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,8.11,$191.53M,2017,n/a,n/a,https://old.nasdaq.com/symbol/efl
EFF,Eaton vance Floating-Rate Income Plus Fund,14.255,$108.43M,2013,n/a,n/a,https://old.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,9.49,$203.7M,2016,n/a,n/a,https://old.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,20.5,$222.26M,2013,n/a,n/a,https://old.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,19.14,$293.1M,2009,n/a,n/a,https://old.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,12.33,$489.1M,1999,n/a,n/a,https://old.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.62,$613.77M,2007,n/a,n/a,https://old.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,11.58,$426.7M,2003,n/a,n/a,https://old.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,5.42,$205.24M,1998,n/a,n/a,https://old.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,11.54,$206.34M,2005,n/a,n/a,https://old.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,20.22,$1.49B,2003,n/a,n/a,https://old.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,21.47,$336.51M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eto
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,14.62,$1.12B,2004,n/a,n/a,https://old.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,14.32,$380.65M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etb
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.1,$88.56M,2010,n/a,n/a,https://old.nasdaq.com/symbol/exd
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,10.78,$1.64B,2006,n/a,n/a,https://old.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,7.32,$2.22B,2007,n/a,n/a,https://old.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,0.5118,$9.01M,2010,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ect
ECL,Ecolab Inc.,205.06,$58.29B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,11.45,$23.54B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec
EPC,Edgewell Personal Care,28.66,$1.56B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc
EIX,Edison International,59.89,$21.79B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix
EW,Edwards Lifesciences Corporation,69.83,$133.24B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew
EP^C,El Paso Corporation,46.8452,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,66.72,$2.72B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ee
ELAN,Elanco Animal Health Incorporated,21.59,$8.61B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan
ELAT,Elanco Animal Health Incorporated,39.72,n/a,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elat
